CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,1.0464167594909668,0.8718509674072266,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,1.0487549304962158,0.6617820262908936,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
2,1.0432078838348389,0.7586660385131836,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
3,1.065371036529541,0.7671451568603516,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
4,1.0390410423278809,0.6670248508453369,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
5,1.781675100326538,0.6514739990234375,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
6,1.0320758819580078,2.0521490573883057,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
7,1.0627310276031494,0.6679072380065918,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
8,1.0499060153961182,0.6562318801879883,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
9,1.0386321544647217,0.7556149959564209,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
