CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,2.5510759353637695,0.6543991565704346,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,2.528759002685547,0.6416041851043701,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
2,2.509458065032959,1.2577898502349854,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
3,2.457028865814209,1.0003571510314941,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
4,2.4625661373138428,0.7725830078125,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
5,2.4098989963531494,0.7639749050140381,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
6,2.4220590591430664,0.7597718238830566,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
7,2.4197850227355957,0.7541072368621826,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
8,2.4254150390625,0.6660289764404297,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
9,2.4017579555511475,0.6691019535064697,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
