CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,1.1484150886535645,0.8682940006256104,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,1.0390851497650146,0.6488268375396729,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
2,1.0633938312530518,0.6463890075683594,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
3,1.059650182723999,0.6594858169555664,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
4,1.08840012550354,0.7618629932403564,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
5,1.0443229675292969,0.6661810874938965,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
6,1.053589105606079,0.7592918872833252,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
7,1.0501377582550049,0.6645419597625732,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
8,1.0473511219024658,0.6703031063079834,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
9,1.0484039783477783,0.8746240139007568,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
