CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,1.157026767730713,0.8754820823669434,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,1.0623819828033447,1.6569328308105469,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
2,1.0428009033203125,0.6581900119781494,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
3,1.0411341190338135,0.6519618034362793,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
4,1.0373098850250244,0.6608071327209473,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
5,1.0428390502929688,0.663424015045166,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
6,1.0457789897918701,0.6647260189056396,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
7,1.0274488925933838,0.6613979339599609,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
8,1.0484590530395508,0.6609599590301514,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
9,1.0561468601226807,0.653439998626709,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
