CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,3.8989510536193848,1.0809640884399414,0.996438064618345,-0.6053893016142844,-0.005226065115756067,-0.0008910426763909381,-4.660488289982865e-05,-0.00045505732994932657
1,3.6536340713500977,0.8622453212738037,0.9965659849141225,-0.5989826786553198,-0.005096065060084241,-0.0008590763502362813,-4.503373458874622e-05,-0.00041701302927243944
2,3.528329849243164,0.639941930770874,0.9897117626132096,-0.6728279722965858,-0.008135402438248403,-0.0025822615103057184,-0.00013871988548327802,-0.0004351973218650329
3,3.5496938228607178,0.7646360397338867,0.9956883175652084,-0.6000876671964299,-0.006242749795447024,-0.0010669092840543122,-5.762921141021855e-05,-0.00042682163131102513
4,3.4982149600982666,0.7497539520263672,0.9989121838662833,-0.12932020122734667,-0.0049538477186225885,-0.00027193844157548386,-1.3679648960753366e-05,-0.0004341238656202506
5,3.520427942276001,0.6436522006988525,0.990561032139204,-0.6289492298860808,-0.00717672287137964,-0.002354477952347576,-0.00012568715147549082,-0.0003778086522965296
6,3.5394749641418457,0.7573661804199219,0.9935690552198823,-0.6400750584518544,-0.005429724301246056,-0.0015986371393439374,-8.555089077226315e-05,-0.00041591889460024234
7,3.764249801635742,1.1828510761260986,0.9972395303348885,-0.5568563378650269,-0.003854084289499533,-0.0006911084974166923,-3.6350085881648956e-05,-0.0004321452458744268
8,3.5000407695770264,0.6506659984588623,0.9959300106099118,-0.5887175890218597,-0.005628692144465054,-0.0010191882394148535,-5.539494235939754e-05,-0.00042582927142031934
9,3.570744752883911,0.8481149673461914,0.9990461848020776,-0.10490178322727095,-0.00443351402321043,-0.00024150437712741613,-1.1023566482031696e-05,-0.00041298974300829627
