CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,2.0383219718933105,0.7757070064544678,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,1.077071189880371,0.6615097522735596,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
2,1.0574028491973877,0.74869704246521,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
3,1.0880799293518066,0.659099817276001,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
4,1.027446985244751,0.6623959541320801,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
5,1.0256929397583008,0.6630792617797852,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
6,1.0358340740203857,0.6596348285675049,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
7,1.0397639274597168,0.6651480197906494,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
8,1.0270180702209473,0.667050838470459,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
9,1.0322129726409912,0.7542357444763184,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
