CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,2.445219039916992,0.754378080368042,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,2.3461649417877197,0.751776933670044,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
2,2.300079822540283,0.6529772281646729,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
3,2.323560953140259,0.8514139652252197,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
4,2.274383783340454,0.6743271350860596,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
5,2.262099027633667,0.6557199954986572,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
6,2.320059061050415,0.6577179431915283,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
7,2.3162124156951904,0.6589758396148682,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
8,2.2940828800201416,0.652597188949585,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
9,2.295732021331787,0.6532008647918701,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
