CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,1.0492942333221436,0.7694296836853027,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,1.1141197681427002,0.6702799797058105,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
2,1.0281352996826172,0.6680197715759277,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
3,1.0321550369262695,0.6705100536346436,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
4,1.1081929206848145,0.6641368865966797,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
5,1.094796895980835,1.3773179054260254,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
6,1.0194008350372314,0.6541030406951904,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
7,1.0200400352478027,0.6659870147705078,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
8,1.0220870971679688,0.674447774887085,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
9,1.034924030303955,0.6741628646850586,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
