CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,2.65572190284729,0.6387910842895508,0.9999999929090454,-0.0009999999999998899,-1.7636684303349028e-06,-1.7636684303347085e-09,-1.1020172589048021e-10,-0.0
1,2.5299770832061768,0.7562320232391357,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
2,2.461444854736328,0.7639312744140625,0.9987404321486469,-0.42200000000000015,-0.0007813051146384481,-0.00031478835978836006,-1.7785839428143447e-05,-0.0
3,2.4837491512298584,0.7605369091033936,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
4,2.491865873336792,0.6459701061248779,0.9999998801374126,-0.0040000000000000036,-8.818342151675296e-06,-2.9982363315696316e-08,-1.8324672262807092e-09,-0.0
5,2.4497950077056885,0.7724370956420898,0.9987771498626716,-0.4159999999999999,-0.00073721340388007,-0.00030522045855379176,-1.3308378101847136e-05,-0.0
6,2.468423843383789,0.6605842113494873,0.9999998226194655,-0.004999999999999893,-8.818342151675296e-06,-4.4091710758375546e-08,-1.7654337169318876e-09,-0.0
7,2.581372022628784,0.7369170188903809,0.9999462282828283,-0.06599999999999984,-0.00021693121693121655,-1.3412698412698363e-05,-7.042010628626805e-07,-0.0
8,2.4372129440307617,0.6399950981140137,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
9,2.4356281757354736,0.6641178131103516,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
