CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,2.484060049057007,0.6571688652038574,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,2.5034942626953125,0.670515775680542,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
2,2.3920960426330566,0.6571378707885742,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
3,2.3873190879821777,0.7574889659881592,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
4,2.4746618270874023,1.2382960319519043,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
5,2.4685769081115723,0.649940013885498,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
6,2.4462268352508545,0.6377530097961426,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
7,2.448512077331543,0.665503978729248,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
8,2.3548800945281982,0.8592700958251953,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
9,2.380322217941284,0.8679957389831543,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
