,0,10,20,30,40,50,60,70,80,90,100
Accuracy,0.6455932731236375,0.8489567113048895,0.8956711304889442,0.9355341015260044,0.9433198380566802,0.9585798816568047,0.9560884459669885,0.9654313298037994,0.9722827779507941,0.9834942385549673,0.9781999377141077
Precision,0.7764700420904788,0.9315352594991276,0.9458935580884862,0.9660901077135433,0.96123764038005,0.9758909832769803,0.9721161001269972,0.9820634052960431,0.9839597041479363,0.9854970588292186,0.979134989405292
Recall,0.6455932731236375,0.8489567113048895,0.8956711304889442,0.9355341015260044,0.9433198380566802,0.9585798816568047,0.9560884459669885,0.9654313298037994,0.9722827779507941,0.9834942385549673,0.9781999377141077
F1 score,0.7003721871325639,0.8883257305419139,0.9179454631692465,0.9501760176370797,0.9511078988165355,0.966828861935051,0.9636054780681359,0.9735443597122084,0.9779807333257511,0.9842511236633915,0.9782024538625437
