fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
0.9599101543426514,1.7285189628601074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9475340843200684,1.715587854385376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9703707695007324,1.7262771129608154,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9989378452301025,1.7233550548553467,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.999657154083252,1.725144863128662,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9465620517730713,1.7127816677093506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9267518520355225,1.7307751178741455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9795739650726318,2.504655122756958,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9677808284759521,1.7345411777496338,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.943795919418335,1.7171359062194824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
