fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
1.0203378200531006,1.7317802906036377,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9371721744537354,1.73819899559021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9842207431793213,1.7070200443267822,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9582428932189941,1.7207558155059814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9721190929412842,1.7166838645935059,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9993939399719238,1.7385039329528809,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9753851890563965,1.7215747833251953,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9540019035339355,1.7126989364624023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9848988056182861,1.713714361190796,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.92299485206604,1.7242019176483154,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
