fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
0.9434540271759033,1.7304580211639404,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9349062442779541,1.729870080947876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.951862096786499,1.7279479503631592,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9581897258758545,1.7294342517852783,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9678540229797363,1.716576099395752,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9435291290283203,1.733210802078247,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9409592151641846,1.715681791305542,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9905991554260254,1.708648920059204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9577043056488037,1.7167387008666992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9548249244689941,1.7088589668273926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
