fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
0.9851858615875244,1.736849069595337,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9433581829071045,1.7088327407836914,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9821760654449463,1.7318079471588135,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9600398540496826,1.7156410217285156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9854819774627686,1.721341848373413,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9515609741210938,1.717360019683838,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.972815990447998,1.7314589023590088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9685258865356445,1.7303080558776855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9715771675109863,1.7061419486999512,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9827971458435059,1.718817949295044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
