fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
1.0576939582824707,1.7241690158843994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0419819355010986,1.7194130420684814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.018543004989624,1.7336409091949463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0199151039123535,1.728238821029663,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0342462062835693,1.7028570175170898,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0362811088562012,1.7236239910125732,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0173962116241455,1.7165555953979492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0166161060333252,1.7286388874053955,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0358269214630127,1.7316300868988037,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0244979858398438,1.7006871700286865,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
