CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,11.317317008972168,1.2649757862091064,0.9324874674496526,-19.92403180514716,-1.0765306098204963,-7.038122998441644,-0.0035512702908670627,-0.53246461969065
1,9.87345814704895,1.2628037929534912,0.9165652394454612,-19.930055669948338,-1.1639530048718518,-8.702117730645263,-0.004454656483443516,-0.5350599431754262
2,10.433133125305176,1.2713310718536377,0.9312587726942686,-19.677758690341612,-1.095142259303632,-6.927284304099996,-0.0034996656258901165,-0.5468139514473549
3,11.351416110992432,1.1668601036071777,0.9230473487203252,-19.99260009425342,-1.1188452024428046,-8.111577413997441,-0.004175884782619854,-0.5639425744517794
4,9.737627029418945,1.0555901527404785,0.9428453822101122,-19.697348898492535,-1.0154296048438527,-5.941512856765966,-0.002987397453313874,-0.5319585506974747
5,11.42625093460083,1.2539691925048828,0.9242441707969313,-19.393155996312174,-1.1092921948255718,-7.997825138092863,-0.0040889833379354375,-0.5548672153210816
6,11.274094104766846,1.4526679515838623,0.9353382721358432,-19.80055263667807,-1.0764685596063128,-6.788623623151406,-0.003523839435077822,-0.5443080115153194
7,9.914047956466675,1.25291109085083,0.9259777967444333,-19.79122922829532,-1.0909722421388122,-7.7560304561786255,-0.003944097451891107,-0.5654388839988727
8,9.352242946624756,1.3661949634552002,0.9285129420634951,-19.8701660995913,-1.0825367867126023,-7.276710345083898,-0.003689090372281024,-0.5636845796391086
9,9.785249948501587,1.5841848850250244,0.8816892954281452,-19.9789040750248,-1.3682494848918336,-12.051635489690389,-0.0061112271596357,-0.5540503920356699
