CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,15.876584768295288,1.2574710845947266,0.7779851333948686,-3.9371173029922204,-0.9533209193467831,-1.9549407192068318,-0.0002547983657203183,-0.46317713896020507
1,15.75525188446045,1.246978998184204,0.8085319795660189,-3.9996044894009657,-0.9404345971842563,-1.909289842881692,-0.00024787275636623993,-0.4196988990932624
2,15.573067665100098,1.572667121887207,0.7908932924097752,-3.9413621894528745,-0.9713802573722456,-2.0076247487793255,-0.0002610313391211778,-0.599365042692213
3,17.01723599433899,1.2553110122680664,0.7797020073932596,-3.9461966039368974,-0.9531564253124333,-1.9849651192543583,-0.0002586290751267124,-0.4215723719620996
4,14.536895990371704,1.2548198699951172,0.805623973022412,-3.8509021602056492,-0.934930560486547,-1.8856841140508354,-0.00024425964736780957,-0.4314681262169273
5,17.17591118812561,1.382004976272583,0.7866584093747715,-3.9038190748594843,-1.019577172507605,-2.1638257765085567,-0.0002807277407631144,-0.5951191083926517
6,17.212123155593872,1.3643510341644287,0.8048343594621574,-4.071822426781466,-1.0009611323496581,-2.0678519465950176,-0.00026829012153447435,-0.6017383246807668
7,18.13703417778015,1.2520976066589355,0.7979179201839032,-3.936557234237327,-1.004854541866299,-2.056664836404801,-0.0002671357299201343,-0.6102922418902779
8,18.868855237960815,1.881089687347412,0.7862524778533064,-4.824203118774122,-0.9970989360521709,-2.0929968693481684,-0.0002722852156287733,-0.6048544351041727
9,15.837978839874268,1.2580540180206299,0.7913501927487951,-4.001887963373207,-1.030747626762746,-2.1836127835183667,-0.00028359622841420134,-0.6050064986218757
