CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,13.296676874160767,1.2607898712158203,0.9272457349353221,-28.54953087240672,-1.170629483822647,-14.697368065327957,-0.004383145056384766,-0.6222831080593778
1,12.05867886543274,1.3721120357513428,0.9546756866852975,-28.53024043098678,-0.9429403420012126,-8.900854828766347,-0.0025867405142650417,-0.6462415686339682
2,12.724922895431519,1.4615442752838135,0.9736513351572962,-23.818092541434254,-0.7834334855427736,-5.109099582605149,-0.0015617219471575153,-0.6443482836275791
3,10.918370008468628,1.3950610160827637,0.9204583747819365,-28.132493088570413,-1.1436701051873146,-15.402823208657646,-0.004491034204857509,-0.6030934313172196
4,13.150018215179443,1.2443346977233887,0.945928802468433,-28.267866917119335,-0.9921528976299179,-10.21923694581652,-0.0030473820765134587,-0.6288390206819656
5,14.10617971420288,1.2602131366729736,0.959101002944275,-28.46618689034983,-0.8832515465144402,-8.151925884847298,-0.002365818757729412,-0.6471043653157977
6,13.552507877349854,1.2587172985076904,0.9517342412104215,-28.527842044045883,-0.9448430001071503,-9.37257132845424,-0.0026949722014213157,-0.6374083596809612
7,13.747121095657349,1.2665059566497803,0.93469440190746,-28.5910647804546,-1.1201435585034014,-12.981811558912572,-0.0037875009480516633,-0.5949059692308651
8,12.910627126693726,1.4716458320617676,0.930722016816764,-28.54924426110368,-1.1022605904566005,-13.2889174227434,-0.0038950346678487,-0.6283543378449821
9,15.697104930877686,1.250932216644287,0.9585337492901691,-28.21816144677048,-0.8892064396189456,-8.242291049924988,-0.002426250094329559,-0.6354655545156049
