CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,12.113249063491821,1.26369309425354,0.6091998842808859,-21.823539485012326,-6.311256321460787,-62.19032758758771,-0.01614436544170006,-5.351034018890587
1,10.824832916259766,1.2595813274383545,0.596332062073042,-21.181648207150168,-6.34224313653693,-63.11295772030547,-0.016348854249800013,-5.729584884141261
2,11.972184181213379,1.2611799240112305,0.5406981061445192,-20.454125627914017,-6.741622465626741,-75.34001436547531,-0.019984484088601602,-5.550398132626455
3,12.05205488204956,1.266693115234375,0.606384125053715,-21.844690708542736,-6.372824332787406,-63.400074204949476,-0.01651895570732101,-5.2807580120768165
4,12.810663223266602,1.261185646057129,0.5908088439091979,-21.094913829826616,-6.357616846805596,-63.930157403017255,-0.016592664529869447,-5.598840142290413
5,15.751385688781738,1.249298334121704,0.6176520706345554,-21.85009214426993,-6.257111545278813,-59.97772149771048,-0.01548861688279721,-5.294805053701609
6,12.835643291473389,1.2487068176269531,0.619421738749409,-21.065740969448306,-6.270843995626749,-58.914246206453264,-0.015140198757199847,-5.767948267708036
7,11.908742189407349,1.259950876235962,0.5935521458997138,-21.109004443048114,-6.317622851794364,-62.713575623142745,-0.01622164128630621,-5.901140434391195
8,12.674873113632202,1.2547450065612793,0.5953756776793908,-21.72924058234829,-6.35306185066633,-63.96215278456624,-0.016663559282854346,-5.474776853480549
9,13.07869291305542,1.6786761283874512,0.5907473145413928,-21.189963822741042,-6.302028360554501,-64.62662205533712,-0.016978197612879872,-5.7114223957662205
