CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,14.079074144363403,1.2679557800292969,0.9841468608800922,-3.384463433520935,-0.05465238573600381,-0.055228224363155526,-1.5160821788004923e-05,-0.026261637057338305
1,12.072036743164062,1.2611620426177979,0.9639116767536201,-3.5108771500134424,-0.07819298914278335,-0.12526241123206422,-3.43464821170668e-05,-0.02427418190263353
2,10.908658981323242,1.2558531761169434,0.9614332430994282,-3.7122211450002354,-0.07592933314503181,-0.1342524234190854,-3.6742571799728004e-05,-0.02367250204849114
3,11.575218200683594,1.2535138130187988,0.9679244041308017,-3.508934160676837,-0.0710141980597279,-0.10989045059538327,-3.0105978781290972e-05,-0.022533946245872016
4,10.64346694946289,1.2551958560943604,0.9769984410102411,-3.69198270315227,-0.060246842255739466,-0.08030284172932906,-2.2172448377004298e-05,-0.02674018858460414
5,12.286138772964478,1.2462780475616455,0.986901186330323,-3.503181976282619,-0.052972319939870886,-0.04449853731758756,-1.2227052543227857e-05,-0.025561910496200824
6,10.770272016525269,1.4667048454284668,0.9873279484535449,-3.3276514546629343,-0.05606578115200965,-0.04436256731943772,-1.2091436546995848e-05,-0.025003924187146254
7,11.60817289352417,1.253141164779663,0.9798761180139823,-3.6635246028126645,-0.05770946308534534,-0.06983132682936427,-1.9087257821722327e-05,-0.025921671968724525
8,12.225283145904541,1.25423002243042,0.9595143014373115,-3.692193041780982,-0.08043721947065868,-0.1443932221849965,-3.9571292576275535e-05,-0.024857846635931935
9,10.603573083877563,1.2516307830810547,0.9789927217881348,-3.7004684742891953,-0.06268210212145645,-0.0750630957382744,-2.076396461389031e-05,-0.024689237350152382
