CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,10.30561089515686,1.2624380588531494,0.9319188495892382,-15.405281647667458,-0.8802031719439539,-4.333213476419816,-0.0014933456515476892,-0.7501072873041537
1,14.92205286026001,1.2715330123901367,0.9411518422285923,-15.435343697715297,-0.8343380953302808,-3.641628399102769,-0.0013092032540217705,-0.7646563022846848
2,11.615062713623047,1.471757173538208,0.9048153129853059,-15.41479342559171,-0.9834494782643585,-5.993264486191191,-0.002098892024227767,-0.740286602882712
3,8.622428178787231,1.3826549053192139,0.9125882682938327,-15.428315412079577,-0.9541011492895094,-5.507423019959787,-0.0019308261605232827,-0.7415818023019227
4,10.64138388633728,1.6880278587341309,0.9036129182442394,-15.422699655634467,-0.9733536478852141,-6.000016870138274,-0.0021075416000508737,-0.7472277207100575
5,9.467749834060669,1.2524631023406982,0.8930333626466387,-15.443931008086565,-1.0286237411232582,-6.724095579468193,-0.0023473384448652384,-0.7259786733709745
6,9.882752895355225,1.3729841709136963,0.9020189557665708,-15.437198745697827,-0.9653908270691779,-6.141379394538838,-0.002167285022704775,-0.7386462823426143
7,12.485442876815796,1.2598421573638916,0.9130341897230237,-15.445192601503308,-0.983408211333049,-5.420331548010577,-0.001871858625037737,-0.742665626867435
8,10.98861813545227,1.2602028846740723,0.8989085348650565,-15.43256001694396,-0.9934690404347314,-6.293402541169281,-0.002212318072347059,-0.7373427791600804
9,11.052847146987915,1.2777869701385498,0.9222088409314535,-15.417118135755317,-0.9224772819339481,-4.777278207657813,-0.0016644781037496999,-0.7528186013440816
