CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,15.825610876083374,1.2574541568756104,0.6863283356536554,-39.95446385434351,-7.714307568968124,-143.8144306490603,-0.06524962726434652,-6.445536145656497
1,20.453701972961426,1.2430849075317383,0.7227852816774143,-39.94394170387384,-7.3457787989034,-127.50804028619554,-0.05906369726859668,-6.456058296126152
2,12.546987056732178,1.2571768760681152,0.6860306355138903,-40.022653962173834,-7.567123865796696,-144.57400762486293,-0.06584557395601325,-6.377346037826165
3,15.175051927566528,1.2671630382537842,0.6827420303037315,-40.03343941394695,-7.732117333735618,-148.71866640230235,-0.0653068346746051,-6.3665605860530405
4,12.165431022644043,1.2510979175567627,0.6734967491849823,-39.983453036146464,-7.718203843543868,-152.2069242647673,-0.06708132891757011,-6.39755583974366
5,13.346649885177612,1.2513041496276855,0.6693812012360245,-39.94376896512315,-7.853961609723139,-153.10752458724002,-0.06768810948981938,-6.437405351956244
6,13.801974058151245,1.2797350883483887,0.6911148813654244,-39.95486448263429,-7.724257475764131,-142.7222630307705,-0.06386411931297227,-6.426283267876954
7,14.180495023727417,1.2601330280303955,0.7055320199757837,-39.844962577476565,-7.446533661362908,-134.1374875604754,-0.062351964000080216,-6.535723027031629
8,12.81274700164795,1.3698110580444336,0.6894050630020061,-40.0691322590493,-7.750014985424411,-144.38618000037889,-0.06378000714006475,-6.330867740950701
9,14.86453914642334,1.2606048583984375,0.7034645358681783,-39.9593981113162,-7.480856097637158,-137.47076313424006,-0.06244604192970142,-6.440601888683801
