CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,6.0325539112091064,1.3549821376800537,0.9999083423984217,-0.5058347602214894,-0.019649372454516433,-0.00501130542897796,-1.549525840229153e-06,-0.0
1,6.608547210693359,1.68809175491333,0.9999247292746023,-0.5259384202656818,-0.01849122560577671,-0.004156273879912445,-1.3103130696488893e-06,-0.0
2,6.134644031524658,1.2590038776397705,0.9998878486948831,-1.005864751559372,-0.019677310264399995,-0.006230051632214882,-1.6869871050603261e-06,-0.0006730769230784972
3,6.657187223434448,1.2587997913360596,0.9998870334154749,-1.0112346289832885,-0.0196706520287487,-0.006125435383799451,-1.6689131806168716e-06,-0.0
4,5.596753120422363,1.0457959175109863,0.9998187461407644,-0.9882215114738031,-0.02551590073304467,-0.009949693951106304,-2.5903885488104832e-06,-0.000439739413678808
5,5.940199136734009,1.456197738647461,0.9998064944947544,-1.078479399821191,-0.024571485332352403,-0.010648662286380643,-2.788512423567276e-06,-0.0004440789473747486
6,5.838076114654541,1.2742180824279785,0.9998416901382171,-1.0621894447116773,-0.022054053701848195,-0.008409636432359409,-2.198564517789056e-06,-0.0003671328671330798
7,5.818605184555054,1.2563109397888184,0.9995697569648084,-2.9107155816451495,-0.025738596352960347,-0.02350952647566024,-7.974900100029359e-06,-0.0
8,5.026041030883789,1.2658579349517822,0.9996314583079972,-1.1167296311054642,-0.0326774712176362,-0.02034204613063249,-5.018146869356468e-06,-0.0005016722408015539
9,5.717778921127319,1.401047945022583,0.9996947038641961,-1.142270346751232,-0.0268322396182443,-0.016983753364599296,-4.138277096877561e-06,-0.0005067567567635933
