CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,17.80487608909607,1.4823188781738281,0.766842642768576,-13.592613611286197,-2.2651278394574352,-12.687994914078198,-0.003398620450405271,-0.9215474777923021
1,16.710587978363037,1.464111089706421,0.7891963381607437,-10.732512375280479,-2.191924373509537,-11.748706758630426,-0.0031373606449353266,-0.8949340406077013
2,14.697027921676636,1.6330220699310303,0.8016015920610002,-12.610529953910529,-2.0849456499689754,-10.955283477501055,-0.0029325559806393656,-0.8886372255027268
3,25.3392231464386,1.729207992553711,0.7864527317812061,-10.937884147379378,-2.189794923760748,-11.973166558712569,-0.0031851410099565177,-0.8906893916787126
4,18.93295383453369,1.2502861022949219,0.7627381389416337,-12.81865540609813,-2.242044594870456,-12.73690952550582,-0.0033950611102645588,-0.9346610440805776
5,19.5765380859375,1.6654798984527588,0.7785168789229038,-13.367321664603324,-2.2263290701692693,-12.794321912598651,-0.00346768938389415,-0.9194096950011428
6,15.955939054489136,1.1446058750152588,0.7782130687456282,-12.947825544134531,-2.127539511010016,-11.84095690993231,-0.0031604610952447247,-0.9284978987996624
7,13.755064725875854,1.2863471508026123,0.7829822516650704,-10.67176002386038,-2.167134086493841,-11.756714466201332,-0.003105486222383098,-0.8966678398140218
8,15.727054119110107,1.2358038425445557,0.759485829419513,-10.8778688657558,-2.3882514300208024,-13.62593388224908,-0.003669750219602229,-0.8946969754799241
9,18.891637086868286,1.256566047668457,0.8160302649187166,-11.917369147599473,-2.001505528675704,-9.785720652570985,-0.0025865941450423434,-0.9198198269514961
