CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,13.511229753494263,1.3645572662353516,0.7411413896358918,-23.600192302339202,-2.8358020066724903,-36.399585078637706,-0.013948892877007069,-0.5998076976607933
1,14.689828872680664,1.3633980751037598,0.7482296899542757,-23.611749427506254,-2.800042241123825,-37.32230942780773,-0.013943464959987028,-0.5795031323906059
2,16.323506832122803,1.2709589004516602,0.7544550691452944,-23.60592037279458,-2.815049708880347,-36.74462160492504,-0.013951542576031626,-0.594079627205403
3,12.801050186157227,1.742757797241211,0.7085120479647581,-23.633151851610165,-3.0274471448786886,-43.20407842881732,-0.01574736991051929,-0.5574837548236715
4,15.249839782714844,1.2458128929138184,0.755545618429287,-23.62574150319508,-2.634463824188274,-33.749784990266065,-0.012696395375888667,-0.5742584968049229
5,15.90950083732605,1.2557671070098877,0.7550125489830435,-23.611422384172208,-2.6656538352482353,-34.792478930318815,-0.01318853432622775,-0.5885776158277949
6,11.935874938964844,1.2496521472930908,0.7422407774263947,-23.59338141454075,-2.7194413645935387,-36.06651743828238,-0.01329264516845205,-0.5926428017308858
7,14.68747878074646,1.2547760009765625,0.724086261341595,-23.586666178888066,-3.0171141523495133,-39.734843804382486,-0.015255380201358049,-0.6133338211119366
8,13.517771005630493,1.2499730587005615,0.7576130269341445,-23.589237797615496,-2.557075167712841,-32.62610875735857,-0.012286742616451189,-0.6107622023844925
9,13.432116031646729,1.244408130645752,0.7473024269270825,-23.588687520331135,-2.9119113093931346,-36.59650371738313,-0.014206271575228862,-0.6113124796688609
