CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,8.047505140304565,1.2600560188293457,1.0,-1.1226575225009583e-12,-8.304022713142533e-13,-7.2849638644162305e-25,-1.649796924738684e-28,-6.963318810448982e-13
1,7.840669870376587,1.1622881889343262,1.0,-1.1297629498585593e-12,-8.509223208656602e-13,-7.629841930865711e-25,-1.6944260779785621e-28,-7.105427357601002e-13
2,8.801140069961548,1.3771100044250488,1.0,-1.1368683772161603e-12,-8.749078776768576e-13,-8.044610951928145e-25,-1.76019535643733e-28,-7.247535904753022e-13
3,10.649257183074951,1.3699519634246826,1.0,-1.1297629498585593e-12,-8.410414544334787e-13,-7.449555575396437e-25,-1.6427502163323876e-28,-7.105427357601002e-13
4,10.387697219848633,1.3684909343719482,1.0,-1.1368683772161603e-12,-8.685076848382074e-13,-7.926777729301462e-25,-1.7249618144058473e-28,-7.247535904753022e-13
5,8.503149032592773,1.533569097518921,1.0,-1.1297629498585593e-12,-8.395335708673184e-13,-7.422535465819602e-25,-1.631728441645616e-28,-7.105427357601002e-13
6,8.284461975097656,1.242008924484253,1.0,-1.1297629498585593e-12,-8.567277941204874e-13,-7.700161104642275e-25,-1.6717024509774885e-28,-7.247535904753022e-13
7,7.518471956253052,1.1553688049316406,1.0,-1.1297629498585593e-12,-8.570010797880875e-13,-7.787523741575007e-25,-1.7234335218775585e-28,-7.105427357601002e-13
8,7.714410066604614,0.8400721549987793,1.0,-1.1297629498585593e-12,-8.640837333400552e-13,-7.836578214166064e-25,-1.7116764603093608e-28,-7.247535904753022e-13
9,8.755952835083008,1.2746570110321045,0.9999999903424601,-0.008900000000721775,-1.9017094865609286e-05,-1.692521367795889e-07,-3.124863496885085e-11,-7.105427357601002e-13
