CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,8.524564981460571,1.454258918762207,0.9999953236864958,-0.3266999999995619,-0.0008171950314414997,-0.00017132230466112194,-4.459961638277676e-08,-0.00026724115742382537
1,10.201744079589844,1.464778184890747,0.9999950761921554,-0.3267000000011038,-0.0011182726043447086,-0.00018066014645553595,-7.093296868555678e-08,-0.0002881364863682734
2,11.213808059692383,1.2501518726348877,0.9999999049320627,-0.03592480725851743,-0.0003145007862509277,-3.4788101373629094e-06,-1.364979287760585e-09,-1.0871303857129533e-12
3,8.757698059082031,1.3518247604370117,0.9999952530851939,-0.2779929787980322,-0.0011805014098790658,-0.00017373937037350832,-6.245217524268378e-08,-1.0800249583553523e-12
4,7.3726279735565186,1.2477631568908691,0.9999938685342169,-0.362999999999559,-0.0010950243150580124,-0.0002247613692463486,-5.875825982099711e-08,-0.0003607396384026629
5,8.366413116455078,1.1614201068878174,0.9999023426421542,-1.343099999999545,-0.003453220307152974,-0.0035756273987754003,-1.0310176144698645e-06,-0.00037435308168909387
6,8.506457090377808,1.3436670303344727,0.9999714820442737,-0.6170999999995388,-0.0022806700451131444,-0.0010472906552552216,-2.7187370516708043e-07,-0.0003594426094366554
7,9.131273984909058,1.256943702697754,0.9999999739295117,-0.011872581496014334,-0.000270995722867808,-9.681606606241173e-07,-3.718713098869624e-10,-7.202381060977814e-05
8,8.14800214767456,1.351416826248169,0.9999998870772606,-0.03594222005335723,-0.00036877535032250576,-4.133157747338672e-06,-1.6239319211915736e-09,-0.0003577799476204291
9,10.14599895477295,1.8758530616760254,0.9999999177121516,-0.03594722824359309,-0.0003159074493989671,-3.0089920246364133e-06,-1.1477671280192034e-09,-0.000352771757377468
