CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,13.074509143829346,1.4606108665466309,0.9991221957335623,-6.411730391518361,-0.1845402176363314,-0.20962694504176727,-8.456834630501173e-05,-0.060392273482527514
1,19.669939041137695,1.8860352039337158,0.9969296425343148,-11.355888593912532,-0.26181624565037687,-0.7635381955079004,-0.0002337689948277466,-0.05599189460254905
2,17.96027374267578,1.5166501998901367,0.9980373022217043,-6.642291761437491,-0.23534575356958,-0.46676621203939767,-0.0001749741652900876,-0.058676890602953335
3,13.20470404624939,1.3437511920928955,0.9945915383838878,-20.057207785548734,-0.2532013544779278,-1.282033989204637,-0.000459202665055293,-0.05619468045974685
4,15.5177481174469,1.235611915588379,0.998393602816585,-6.008263417037838,-0.2284765224486052,-0.377428462663769,-0.00013376628398857095,-0.0647104898882418
5,12.749480247497559,1.4688239097595215,0.9963229942799893,-15.080214106854207,-0.238800831975294,-0.8435574197388126,-0.0003255373001434514,-0.05599005901151344
6,12.217633962631226,1.3663790225982666,0.9964673033191594,-19.32505544131395,-0.23799760038840326,-0.8604061944075008,-0.0003272342846361353,-0.056992046566342935
7,13.9773530960083,1.3723938465118408,0.9980243853921301,-11.106573945779466,-0.2306369038132192,-0.46644293772352236,-0.00016023881417444145,-0.05865329722788459
8,12.703630208969116,1.3566398620605469,0.997184186595359,-12.577847144891088,-0.2419314252337165,-0.6384063990548924,-0.0002600564138546575,-0.05870972217949344
9,12.089868068695068,1.3707489967346191,0.9983898523933944,-6.1147656008792595,-0.22642049762358674,-0.3884252677627388,-0.00014940655317161822,-0.06002140888985963
