fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
3.5741677284240723,1.256338357925415,0.9999997370318058,-0.12919999999868992,-0.001024835886658852,-6.278003282148847e-05,-2.054561667865508e-08,-0.0
3.491051197052002,1.251924991607666,0.9999904546004843,-1.3242999999987148,-0.002968490153662512,-0.002369660875266331,-4.519049328759327e-07,-0.0
3.45729398727417,1.2613568305969238,0.9999995826858521,-0.16149999999999665,-0.001095514223626563,-9.930659737318448e-05,-4.91305891818574e-08,-0.0
3.7612740993499756,1.3736460208892822,0.999999884765944,-0.06459999999999866,-0.0005654266962605708,-2.7394923412489894e-05,-7.89571700840817e-09,-0.0
3.653146982192993,1.263897180557251,0.9999998397080478,-0.09689999999876875,-0.0007421225387033492,-3.766801969259758e-05,-1.1210844342837712e-08,-0.0
4.122061014175415,1.2596080303192139,0.9999993331517476,-0.2260999999988229,-0.0016256017509083862,-0.00015295498905678508,-4.295442025107698e-08,-0.0
3.3426778316497803,1.2554941177368164,0.9999998077568295,-0.06459999999999866,-0.0010955142236352077,-4.679966083008216e-05,-1.6634823941260545e-08,-0.0
3.1239819526672363,1.2604701519012451,0.9999992116072562,-0.19380000000000308,-0.0018022975933898167,-0.00018605718818147404,-8.150246905379586e-08,-0.0
3.3800830841064453,1.2621800899505615,0.9999995917713315,-0.22609999999872343,-0.0010248358865944367,-9.245786651928284e-05,-2.3766757097875076e-08,-0.0
3.3305089473724365,1.2427899837493896,0.9999993888767766,-0.3229999999987143,-0.0010967141297033715,-0.00014740899233122814,-3.4062626075435396e-08,-0.0
