fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
5.988883018493652,1.2516999244689941,0.9999977563176199,-0.16119999999929036,-0.0009128166042047024,-4.759979839197161e-05,-1.7534818023426247e-08,-0.0
6.3821120262146,1.26108980178833,0.999999244341567,-0.07059999999916755,-0.0004962047664940158,-1.6090114739105255e-05,-5.898772107762343e-09,-0.0
4.9946510791778564,1.2536437511444092,0.9999997842138004,-0.029999999999198224,-0.0003478375997279383,-4.727546336882774e-06,-1.6520301687897854e-09,-7.531752999057062e-13
5.031807899475098,1.2517688274383545,0.9999786857919909,-0.6080999999992827,-0.001296557811551208,-0.00046536229479130376,-1.716092636184456e-07,-0.0
5.03599214553833,1.247086763381958,0.9999970410562478,-0.2376000000011942,-0.0006842133266423183,-6.233330312558155e-05,-1.7651245916889166e-08,-0.0
5.239041090011597,3.3069000244140625,0.9999997045990761,-0.041200000000003456,-0.0003654317837372904,-6.047801554891824e-06,-1.9541486658647512e-09,-0.0
5.016174077987671,1.388922929763794,0.9999991704400317,-0.08089999999923236,-0.0005381288618527371,-1.7555436892994896e-05,-6.1017816843920495e-09,-0.0
6.485102653503418,1.264329195022583,0.9999980067208002,-0.15089999999910475,-0.0007213968536278348,-4.152934490462648e-05,-1.520083642885339e-08,-9.521272659185342e-13
6.386778116226196,1.4700520038604736,0.999999525175349,-0.04059999999923747,-0.0004994699650796241,-9.950176677887931e-06,-3.559928269071547e-09,-0.0
6.537966966629028,1.254835844039917,0.9999988559979276,-0.11119999999917951,-0.0005458480569445337,-2.4048224381289503e-05,-8.312685918459072e-09,-0.0
