fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
3.513822078704834,1.260133981704712,0.9999819789524028,-0.7546999999993389,-0.003281437768508351,-0.0007352102038583741,-4.7612182515532324e-07,-1.2789769243681803e-13
3.5016188621520996,1.2676103115081787,0.999998262444125,-0.1329999999992637,-0.001628969957368343,-6.795781115706072e-05,-6.181982772621651e-08,-1.3500311979441904e-13
4.073646068572998,1.4739949703216553,0.9999974226450749,-0.1964999999992756,-0.002134442060379027,-0.00010526988197172117,-7.888383557776725e-08,-1.723066134218243e-13
3.667202949523926,1.2532451152801514,0.9999941690685088,-0.21389999999925635,-0.002612124463762434,-0.00022339121244330292,-1.6821822254920228e-07,-1.2789769243681803e-13
4.913664102554321,1.2590680122375488,0.9999928167375907,-0.3058999999992622,-0.0028270386268591445,-0.0002773221888376418,-1.829859823994544e-07,-1.4210854715202004e-13
5.574522018432617,1.9590768814086914,0.9999912109717138,-0.40719999999926415,-0.002957832618260728,-0.0003355300107260432,-2.4600487249687625e-07,-1.3855583347321954e-13
6.242038011550903,1.9051730632781982,0.9999973496603358,-0.14159999999925077,-0.002047210300706652,-0.00010171094420394095,-8.24509196984595e-08,-1.2079226507921703e-13
6.72153377532959,1.2502951622009277,0.9999979503118689,-0.10639999999922622,-0.0020232832620734505,-8.232994634932946e-05,-6.119151783324271e-08,-1.1901590823981678e-13
8.260548114776611,1.8740150928497314,0.9999942204597726,-0.28919999999927626,-0.002563304721302553,-0.0002273144849755829,-1.7657814735833195e-07,-1.0302869668521453e-13
3.733947992324829,1.3559391498565674,0.9999934275978858,-0.44839999999929603,-0.0018486051504976687,-0.00025704880901062613,-1.7248423313843366e-07,-9.592326932761353e-14
