,0,10,20,30,40,50,60,70,80,90,100
MAE,1.465133198243797,0.10675404975756507,0.08285272193899637,0.040061697125151965,0.038286501105856637,0.02458552986514899,0.023056253876988314,0.023855759555879423,0.024479282141592545,0.01229047632695506,0.018396871221927368
RMSE,1.5766052620830373,0.20768580024330496,0.19577302504996769,0.1254057028601647,0.12618251347040207,0.08240057184855121,0.07474257895103914,0.05761466666154791,0.07382382623464528,0.029732932531204927,0.056899261863079614
