,0,10,20,30,40,50,60,70,80,90,100
Accuracy,0.39585079631181896,0.5938809723386421,0.6531852472757753,0.7064124056999161,0.7604777870913663,0.7950544844928751,0.8166387259010897,0.8218776194467728,0.8445096395641241,0.8686085498742665,0.8692372170997485
Precision,0.4380019255613817,0.6183039533829117,0.6595765098394304,0.7143076602331894,0.7674285437829328,0.8028819078826234,0.823586700258376,0.8257875515306157,0.8477146821491777,0.8696487957093316,0.8698301275437527
Recall,0.39585079631181896,0.5938809723386421,0.6531852472757753,0.7064124056999161,0.7604777870913663,0.7950544844928751,0.8166387259010897,0.8218776194467728,0.8445096395641241,0.8686085498742665,0.8692372170997485
F1 score,0.3814159342619735,0.5960398584553188,0.6528944895742366,0.7077430194888261,0.7615312846791309,0.7954973908951748,0.8169873157008428,0.8217974097008159,0.8447354008911939,0.8683745372377043,0.8687210206355199
