fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
1.0368282794952393,0.8577878475189209,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.0387048721313477,0.6734380722045898,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.1148521900177002,0.6622908115386963,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.0365917682647705,0.6623830795288086,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.0356528759002686,0.9593720436096191,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.0284481048583984,0.7531778812408447,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.0468029975891113,0.663952112197876,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.0224871635437012,0.6575767993927002,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.0268869400024414,0.6676788330078125,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.0250141620635986,0.6653769016265869,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
