fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
1.036329984664917,0.7669761180877686,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.0447888374328613,0.7643771171569824,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.0416741371154785,0.6662540435791016,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.0540087223052979,0.7720050811767578,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.0351219177246094,0.6651201248168945,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.0341289043426514,0.6616508960723877,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.042165994644165,0.6617600917816162,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.0304629802703857,0.662534236907959,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.0386598110198975,0.9773852825164795,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.044034719467163,0.7632451057434082,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
