fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
1.0450491905212402,0.8735568523406982,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.0417189598083496,0.6572129726409912,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.137847900390625,0.6556820869445801,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.0426218509674072,0.6584460735321045,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.032958984375,0.6653931140899658,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.0327861309051514,0.6484730243682861,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.0446951389312744,0.6699178218841553,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.0306918621063232,0.6529731750488281,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.033724308013916,0.7539927959442139,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.034229040145874,0.6589450836181641,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
