fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
1.06205415725708,0.7584519386291504,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.0960469245910645,0.8704979419708252,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.0464389324188232,0.8584818840026855,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.0514800548553467,0.6628038883209229,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.0266940593719482,0.6530818939208984,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.0406248569488525,0.6580381393432617,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.0428040027618408,0.769935131072998,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.0280330181121826,0.6542098522186279,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.030043125152588,0.6629259586334229,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.0391669273376465,0.6594209671020508,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
