,0,10,20,30,40,50,60,70,80,90,100
Accuracy,0.3751988124271021,0.6166366238999046,0.7505036581486587,0.8241967977945075,0.8445551903297636,0.8711695472378327,0.9044640016965328,0.9133707984307072,0.9309723253101474,0.9389248223942318,0.9390838723359136
Precision,0.44028986060751774,0.6903460504980292,0.8082700342592829,0.8607813545563042,0.8793560419756987,0.8919753266351474,0.9140671987234148,0.92237061689287,0.9373405611475992,0.9437864110504448,0.9447248335565104
Recall,0.3751988124271021,0.6166366238999046,0.7505036581486587,0.8241967977945075,0.8445551903297636,0.8711695472378327,0.9044640016965328,0.9133707984307072,0.9309723253101474,0.9389248223942318,0.9390838723359136
F1 score,0.3115949772358497,0.6134944680027261,0.7477738282575627,0.8254701045312512,0.8466908298477237,0.8715256157591749,0.9040865876589734,0.9130059008700926,0.9308143384516882,0.9389232188672731,0.9389513131301276
