,0,10,20,30,40,50,60,70,80,90,100
Accuracy,0.9129770992366413,0.9572519083969465,0.9572519083969465,0.9709923664122138,0.9709923664122138,0.9893129770992366,0.9893129770992366,1.0,1.0,1.0,1.0
Precision,0.9129764869205729,0.9606717557251908,0.9606717557251908,0.9726086275212106,0.9726086275212106,0.9895403605652103,0.9895403605652103,1.0,1.0,1.0,1.0
Recall,0.9129770992366413,0.9572519083969465,0.9572519083969465,0.9709923664122138,0.9709923664122138,0.9893129770992366,0.9893129770992366,1.0,1.0,1.0,1.0
F1 score,0.9129746643542166,0.9572044477414312,0.9572044477414312,0.9709820877148372,0.9709820877148372,0.989313674605912,0.989313674605912,1.0,1.0,1.0,1.0
