,0,10,20,30,40,50,60,70,80,90,100
Accuracy,0.8289623717217788,0.886735081717978,0.9019384264538198,0.9049790954009882,0.9110604332953249,0.951349296845306,0.9528696313188901,0.9532497149372862,0.9699733941467122,0.9699733941467122,0.9692132269099202
Precision,0.8714678375081261,0.9060323745226903,0.9165900329354779,0.9187655408168413,0.9231833060060384,0.9549103106369764,0.9560806924823312,0.9565220913157177,0.9712048159247021,0.9710624404075311,0.970442923573885
Recall,0.8289623717217788,0.886735081717978,0.9019384264538198,0.9049790954009882,0.9110604332953249,0.951349296845306,0.9528696313188901,0.9532497149372862,0.9699733941467122,0.9699733941467122,0.9692132269099202
F1 score,0.8241511714025407,0.8854629389951089,0.901134288776571,0.9042519490524844,0.9104721252036347,0.9512684699388618,0.9527998919922486,0.953179156635117,0.9699588574331929,0.9699608195025066,0.9691983221783369
