,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
MAE,0.9849684601113172,0.3876794435231856,0.20636742898429275,0.1193295166307224,0.08532376466561123,0.053774455092767286,0.03944935712134663,0.032944792595803664,0.02789762309590877,0.02200475743205756,0.02043565617385604,0.017747744619007008,0.013916590037108678,0.013971738602254142,0.012536636875267015,0.011242993699730149,0.01066041929715647,0.009508496177758495,0.010027888141127345,0.008526784093992473,0.008733667617596003
RMSE,1.2034042865175878,0.5130428652177987,0.321261324003582,0.21765667334828934,0.16654910727186895,0.1321363816082341,0.08307685085721345,0.08064835451872046,0.07014212023626695,0.045469060215937634,0.040625208680395986,0.039538929879805,0.03045971193322126,0.031120530823080726,0.028518967673750062,0.024563851886402168,0.025010676137824425,0.02267783183329624,0.02249751276626601,0.020151935661607917,0.02099536596985645
