CV Fold,fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
0,1.8371009826660156,1.6713478565216064,0.8764044943820225,0.8644314206533097,0.8764044943820225,0.8760162601626016,0.8764044943820225,0.8764044943820225,0.8936622182236217,0.8644314206533097
1,1.416184902191162,1.9785919189453125,0.8876404494382022,0.8617736586252329,0.8876404494382022,0.8836190570294616,0.8876404494382022,0.8876404494382022,0.9162273901808785,0.8617736586252329
2,1.469757080078125,1.7876217365264893,0.903954802259887,0.9067847028866519,0.903954802259887,0.9091399559717851,0.903954802259887,0.903954802259887,0.9147186147186147,0.9067847028866519
3,1.276231050491333,1.789353847503662,0.9322033898305084,0.9299397920087574,0.9322033898305084,0.9306760517269602,0.9322033898305084,0.9322033898305084,0.9375,0.9299397920087574
4,1.282426118850708,1.6686127185821533,0.8983050847457628,0.8999547845125057,0.8983050847457628,0.889721277486697,0.8983050847457628,0.8983050847457628,0.8807615799943166,0.8999547845125057
5,1.2757930755615234,1.6787109375,0.864406779661017,0.8819637800147545,0.864406779661017,0.8690704727463917,0.864406779661017,0.864406779661017,0.8712402079439491,0.8819637800147545
6,1.5419492721557617,1.7862427234649658,0.9322033898305084,0.9028580947621427,0.9322033898305084,0.9216306269549843,0.9322033898305084,0.9322033898305084,0.9482352941176471,0.9028580947621427
7,1.3639650344848633,3.4335150718688965,0.9209039548022598,0.8831536612646058,0.9209039548022597,0.9056900525224503,0.9209039548022598,0.9209039548022598,0.9404540763673891,0.8831536612646058
8,1.4788761138916016,1.6844630241394043,0.9488636363636364,0.926180817154448,0.9488636363636364,0.9412819876724615,0.9488636363636364,0.9488636363636364,0.9603367330419298,0.926180817154448
9,1.2774770259857178,2.5187408924102783,0.9142857142857143,0.9137624041864808,0.9142857142857143,0.9167978025398876,0.9142857142857143,0.9142857142857143,0.9218273829384941,0.9137624041864808
