CV Fold,fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
0,2.2831690311431885,1.9844751358032227,0.916030534351145,0.9386892177589852,0.916030534351145,0.8789975065770298,0.916030534351145,0.916030534351145,0.8523523523523524,0.9386892177589852
1,2.1063499450683594,1.7730441093444824,0.9386973180076629,0.9566550134265593,0.9386973180076629,0.905575515635396,0.9386973180076629,0.9386973180076629,0.8775510204081632,0.9566550134265593
2,1.91988205909729,1.781114101409912,0.8576923076923076,0.8760150524856408,0.8576923076923076,0.8027450206306351,0.8576923076923076,0.8576923076923076,0.7862433862433863,0.8760150524856408
3,1.9956541061401367,2.0895137786865234,0.9,0.9259259259259259,0.9,0.861388888888889,0.9,0.9,0.8369733858455662,0.9259259259259259
4,1.93849515914917,1.7729241847991943,0.8846153846153846,0.9259259259259259,0.8846153846153846,0.8341610080740516,0.8846153846153846,0.8846153846153846,0.8101637071401909,0.9259259259259259
5,1.9528281688690186,1.9849119186401367,0.8538461538461538,0.9119825708061002,0.8538461538461538,0.8001039406911024,0.8538461538461538,0.8538461538461538,0.7870571746169831,0.9119825708061002
6,1.9547038078308105,1.8802680969238281,0.9230769230769231,0.9477124183006537,0.9230769230769231,0.8826307046646029,0.9230769230769231,0.9230769230769231,0.8532098532098532,0.9477124183006537
7,1.938215970993042,1.7762858867645264,0.8923076923076924,0.926797385620915,0.8923076923076924,0.8460292935626997,0.8923076923076924,0.8923076923076924,0.820422731582176,0.926797385620915
8,1.9505820274353027,1.8819048404693604,0.8764478764478765,0.9215686274509803,0.8764478764478765,0.8219055218442849,0.8764478764478765,0.8764478764478765,0.7997773536895675,0.9215686274509803
9,1.9285531044006348,2.5583138465881348,0.8996138996138996,0.9363834422657952,0.8996138996138996,0.8472919455600177,0.8996138996138996,0.8996138996138996,0.8195808211312087,0.9363834422657952
