CV Fold,fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
0,2.678162097930908,2.916451930999756,0.9230769230769231,0.9357375676564695,0.9230769230769231,0.9245885372851012,0.9230769230769231,0.9230769230769231,0.9171956788061032,0.9357375676564695
1,2.5708541870117188,2.0986580848693848,0.9530201342281879,0.9649693029974721,0.9530201342281879,0.9538457069826886,0.9530201342281879,0.9530201342281879,0.9460510739049551,0.9649693029974721
2,2.2515618801116943,1.6847968101501465,0.9228187919463087,0.9431804502227038,0.9228187919463087,0.9257932700849234,0.9228187919463087,0.9228187919463087,0.9170481796381077,0.9431804502227038
3,1.7298290729522705,1.6682891845703125,0.9161073825503355,0.9363488624052004,0.9161073825503355,0.9193405109618733,0.9161073825503355,0.9161073825503355,0.9108622193154566,0.9363488624052004
4,1.7618491649627686,2.1000499725341797,0.912751677852349,0.9316540267244493,0.912751677852349,0.9158684000456153,0.912751677852349,0.912751677852349,0.9076354679802955,0.9316540267244493
5,1.89493727684021,1.897294044494629,0.9194630872483222,0.9359275309979536,0.9194630872483222,0.9218723111340562,0.9194630872483222,0.9194630872483222,0.9137531068765533,0.9359275309979536
6,1.8763861656188965,2.1995139122009277,0.9228187919463087,0.9380642831347057,0.9228187919463087,0.9248966087675764,0.9228187919463087,0.9228187919463087,0.9169164169164169,0.9380642831347057
7,1.9637150764465332,1.6731319427490234,0.9328859060402684,0.9470326230889611,0.9328859060402684,0.9344877344877345,0.9328859060402684,0.9328859060402684,0.9264837126282909,0.9470326230889611
8,1.46852707862854,2.0113298892974854,0.9124579124579124,0.9286935286935286,0.9124579124579124,0.9146401696737266,0.9124579124579124,0.9124579124579124,0.9065504135926671,0.9286935286935286
9,2.5411272048950195,2.0819787979125977,0.9259259259259259,0.9503663003663004,0.9259259259259259,0.9290525114155251,0.9259259259259259,0.9259259259259259,0.9197712418300653,0.9503663003663004
