CV Fold,fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
0,1.6486859321594238,2.0085761547088623,0.8959276018099548,0.9041001887116142,0.8959276018099548,0.8934046345811052,0.8959276018099548,0.8959276018099548,0.8893388429752066,0.9041001887116142
1,1.6227538585662842,1.8019402027130127,0.9181818181818182,0.9057618882332523,0.9181818181818182,0.9125132555673383,0.9181818181818182,0.9181818181818182,0.9221740700613941,0.9057618882332523
2,1.5668330192565918,1.6757869720458984,0.9590909090909091,0.9560048594238112,0.9590909090909091,0.9569555859909997,0.9590909090909091,0.9590909090909091,0.9579520697167756,0.9560048594238112
3,1.5800020694732666,1.8738770484924316,0.9545454545454546,0.948108295730649,0.9545454545454546,0.9518557422969187,0.9545454545454546,0.9545454545454546,0.956344998232591,0.948108295730649
4,1.5474340915679932,1.7956528663635254,0.9727272727272728,0.9734467198889274,0.9727272727272728,0.9714804252009335,0.9727272727272728,0.9727272727272728,0.9696969696969697,0.9734467198889274
5,1.8331780433654785,1.7968897819519043,0.9590909090909091,0.9497570288094411,0.9590909090909091,0.9563636363636363,0.9590909090909091,0.9590909090909091,0.9653020917497083,0.9497570288094411
6,2.100748062133789,2.471486806869507,0.9360730593607306,0.9227137611470537,0.9360730593607306,0.9314278046162103,0.9360730593607306,0.9360730593607306,0.9448840633051159,0.9227137611470537
7,2.4673380851745605,1.7930819988250732,0.9726027397260274,0.9712799440461619,0.9726027397260274,0.9712799440461619,0.9726027397260274,0.9726027397260274,0.9712799440461619,0.9712799440461619
8,1.7656397819519043,1.786275863647461,0.9315068493150684,0.9374453575799966,0.9315068493150684,0.9293806565341703,0.9315068493150684,0.9315068493150684,0.9247453310696095,0.9374453575799966
9,1.769674301147461,2.716094970703125,0.9269406392694064,0.9172495191467039,0.9269406392694064,0.9223954642097802,0.9269406392694064,0.9269406392694064,0.929181654676259,0.9172495191467039
