CV Fold,fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
0,2.005652904510498,2.8594062328338623,0.8835341365461847,0.9172865013774105,0.8835341365461847,0.9032008967492837,0.8835341365461847,0.8835341365461847,0.9073412698412698,0.9172865013774105
1,2.1818370819091797,1.697355031967163,0.8353413654618473,0.8856404958677686,0.8353413654618473,0.8639998019654924,0.8353413654618473,0.8353413654618473,0.8838901414224226,0.8856404958677686
2,1.4812440872192383,1.6880090236663818,0.8795180722891566,0.9173553719008264,0.8795180722891566,0.9001986097318769,0.8795180722891566,0.8795180722891566,0.9090909090909092,0.9173553719008264
3,1.751081943511963,2.3046560287475586,0.8755020080321285,0.9117768595041321,0.8755020080321284,0.896679517472951,0.8755020080321285,0.8755020080321285,0.902565122290714,0.9117768595041321
4,1.637686014175415,1.7817018032073975,0.8433734939759037,0.8925619834710744,0.8433734939759037,0.8706339579671759,0.8433734939759037,0.8433734939759037,0.8907563025210085,0.8925619834710744
5,1.6118090152740479,1.6801719665527344,0.8870967741935484,0.918629476584022,0.8870967741935484,0.9062937062937063,0.8870967741935484,0.8870967741935484,0.9081996434937611,0.918629476584022
6,1.3676609992980957,1.6809439659118652,0.8790322580645161,0.9159435261707989,0.8790322580645161,0.8980688514729774,0.8790322580645161,0.8790322580645161,0.9022439118346565,0.9159435261707989
7,1.493434190750122,1.6805758476257324,0.8548387096774194,0.8980027548209367,0.8548387096774194,0.880357142857143,0.8548387096774194,0.8548387096774194,0.891318887105404,0.8980027548209367
8,1.3678479194641113,1.6792850494384766,0.8588709677419355,0.9007575757575758,0.8588709677419355,0.8836257164834619,0.8588709677419355,0.8588709677419355,0.8934934934934935,0.9007575757575758
9,1.3892347812652588,1.790229082107544,0.8588709677419355,0.9021694214876034,0.8588709677419355,0.8837295783027989,0.8588709677419355,0.8588709677419355,0.8959171359613838,0.9021694214876034
