CV Fold,fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
0,2.0107951164245605,2.0975899696350098,0.9515418502202643,0.9574584050487664,0.9515418502202643,0.96395800733182,0.9515418502202643,0.9515418502202643,0.9731241308422517,0.9574584050487664
1,1.8353910446166992,1.9064769744873047,0.933920704845815,0.9462994836488813,0.933920704845815,0.9511318563320404,0.933920704845815,0.933920704845815,0.9575128296932808,0.9462994836488813
2,1.7505249977111816,2.0863749980926514,0.9162995594713657,0.9367756741250717,0.9162995594713657,0.9387659245449355,0.9162995594713657,0.9162995594713657,0.9410256410256411,0.9367756741250717
3,1.7439689636230469,1.983454942703247,0.8977777777777778,0.9215066970813592,0.8977777777777778,0.9246912757146774,0.8977777777777778,0.8977777777777778,0.9286315536315536,0.9215066970813592
4,1.7210049629211426,3.38407826423645,0.9111111111111111,0.9320348599169446,0.9111111111111111,0.9346926713947991,0.9111111111111111,0.9111111111111111,0.9378399378399379,0.9320348599169446
5,1.9718239307403564,1.9059419631958008,0.9333333333333333,0.9540270222846113,0.9333333333333333,0.9518780620577028,0.9333333333333333,0.9333333333333333,0.9500000000000001,0.9540270222846113
6,1.8058147430419922,2.087421178817749,0.8928571428571429,0.9107738199684156,0.8928571428571429,0.919269406392694,0.8928571428571429,0.8928571428571429,0.9340958605664488,0.9107738199684156
7,1.7378911972045898,2.0933969020843506,0.9241071428571429,0.9408960636368954,0.9241071428571429,0.9443370298760657,0.9241071428571429,0.9241071428571429,0.948563011063011,0.9408960636368954
8,1.7916877269744873,1.9832942485809326,0.9330357142857143,0.9440252675908054,0.9330357142857143,0.9503203326964145,0.9330357142857143,0.9330357142857143,0.9592743428359866,0.9440252675908054
9,3.046672821044922,1.9988698959350586,0.9196428571428571,0.9401649412177576,0.9196428571428571,0.9415343915343916,0.9196428571428571,0.9196428571428571,0.9430260047281324,0.9401649412177576
