CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,0.7606959342956543,0.7565100193023682,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,0.7563300132751465,0.7802548408508301,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
2,0.8394129276275635,0.7670469284057617,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
3,0.8111650943756104,0.6669011116027832,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
4,0.7703428268432617,0.6543781757354736,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
5,0.7482643127441406,0.6538417339324951,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
6,0.7551507949829102,0.6580920219421387,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
7,0.8096458911895752,0.6640949249267578,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
8,0.7763020992279053,0.6632950305938721,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
9,0.762434720993042,0.6467702388763428,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
