CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,1.047154188156128,0.7646768093109131,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,1.0430212020874023,0.6471319198608398,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
2,1.0674421787261963,0.6592018604278564,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
3,1.064466953277588,0.7626149654388428,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
4,1.0712039470672607,0.6606042385101318,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
5,1.0362091064453125,0.6731889247894287,0.9999999708044983,-0.0009999999999998899,-7.352941176469779e-06,-7.352941176468969e-09,-4.5944396014634027e-10,-0.0
6,1.072695016860962,0.662304162979126,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
7,1.0680210590362549,0.656278133392334,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
8,1.053135871887207,0.6538457870483398,0.9999999702839534,-0.0009999999999998899,-7.352941176469779e-06,-7.352941176468969e-09,-4.5944396014634027e-10,-0.0
9,1.0351831912994385,0.6547539234161377,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
