CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,0.7630019187927246,0.8540520668029785,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,0.7518951892852783,0.7712759971618652,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
2,0.748316764831543,0.6619353294372559,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
3,0.8088901042938232,0.7493650913238525,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
4,0.884376049041748,0.6645617485046387,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
5,0.7721431255340576,0.7575359344482422,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
6,0.8086757659912109,0.6664142608642578,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
7,0.7494912147521973,0.6611557006835938,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
8,0.7461037635803223,0.6540801525115967,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
9,0.740818977355957,0.6713719367980957,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
