CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,0.7742199897766113,0.7700049877166748,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,0.7515711784362793,0.6649129390716553,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
2,0.7523081302642822,0.768517017364502,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
3,0.7798359394073486,0.7553572654724121,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
4,0.7541708946228027,0.7621462345123291,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
5,0.7716331481933594,0.6526758670806885,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
6,0.7451779842376709,0.6637058258056641,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
7,0.7385971546173096,0.6624650955200195,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
8,0.7428097724914551,0.6623270511627197,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
9,0.7429680824279785,0.6489479541778564,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
