CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,0.7856988906860352,0.7502830028533936,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,0.7926316261291504,0.672039270401001,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
2,0.7563891410827637,0.6605958938598633,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
3,0.755403995513916,0.753582239151001,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
4,0.7600059509277344,0.655555009841919,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
5,0.7415478229522705,0.6583280563354492,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
6,0.7577390670776367,0.6686859130859375,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
7,0.7665650844573975,0.6627521514892578,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
8,0.7450330257415771,0.6579687595367432,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
9,0.74627685546875,0.6651499271392822,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
