CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,0.8641798496246338,0.6674182415008545,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,0.7581319808959961,0.7563648223876953,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
2,0.7528738975524902,0.7522971630096436,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
3,0.7388808727264404,0.665114164352417,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
4,0.7397849559783936,0.6687970161437988,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
5,0.7479360103607178,0.6650838851928711,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
6,0.7440409660339355,0.6597609519958496,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
7,0.7728288173675537,0.655297040939331,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
8,0.7555990219116211,0.6616029739379883,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
9,0.7460472583770752,0.6616199016571045,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
