CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,1.0913622379302979,0.7570579051971436,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,1.0355339050292969,0.6715209484100342,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
2,1.0388789176940918,0.6475272178649902,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
3,1.1245191097259521,0.6642279624938965,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
4,1.0992851257324219,0.6519007682800293,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
5,1.0617408752441406,0.652703046798706,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
6,1.074897050857544,0.6580369472503662,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
7,1.0785210132598877,0.6533017158508301,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
8,1.0496680736541748,0.8331539630889893,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
9,1.141767978668213,0.6576528549194336,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
