CV Fold,fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
0,0.8441109657287598,0.8650760650634766,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,0.7483971118927002,0.6597211360931396,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
2,0.7461040019989014,0.6684942245483398,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
3,0.7421181201934814,0.6550087928771973,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
4,0.752312183380127,0.6690869331359863,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
5,0.7492170333862305,0.6573729515075684,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
6,0.7457311153411865,0.6577239036560059,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
7,0.766516923904419,0.6623849868774414,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
8,0.7492060661315918,0.6658439636230469,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
9,0.7506859302520752,0.6617801189422607,1.0,-0.0,-0.0,-0.0,-0.0,-0.0
