fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
1.074591875076294,0.8625800609588623,0.9996332921380972,-2.9794000000000835,-0.04432123893814709,-0.07735880336282049,-2.3885987861576563e-05,-1.7053025658242404e-13
1.074265956878662,0.6533639430999756,0.9996118524538908,-2.384200000000064,-0.06148230088503754,-0.08826895982299843,-2.735634658220932e-05,-1.5631940186722204e-13
1.0398290157318115,0.7731866836547852,0.9999772782819943,-0.6396000000000157,-0.017159111111189576,-0.004724136888886275,-1.5236618367168683e-06,-1.5631940186722204e-13
1.039438247680664,0.7711849212646484,0.9985576177585337,-6.9649999999994066,-0.08318311111117838,-0.30938505653329956,-8.026144714962304e-05,-1.5631940186722204e-13
1.044961929321289,0.6630599498748779,0.9999021964281187,-1.0877999999998025,-0.03716000000006362,-0.020756869155550462,-5.056041758958615e-06,-1.5631940186722204e-13
1.0493528842926025,0.6462419033050537,0.9984657684644574,-7.429799999999489,-0.07472088888897749,-0.3184105509332992,-7.480142393144038e-05,-1.5631940186722204e-13
1.0311312675476074,0.6702699661254883,0.9997081734007577,-3.4391999999996727,-0.03539200000007071,-0.060774769777767516,-1.2256020533025044e-05,-1.5631940186722204e-13
1.0141162872314453,0.663428783416748,0.9969683813829259,-9.47159999999947,-0.09574844444451726,-0.6146940147555172,-0.00016121765517067532,-1.5631940186722204e-13
1.0217270851135254,0.6530017852783203,0.9999397235717349,-1.1172000000000324,-0.022222222222306697,-0.011810884977777197,-4.233101059529586e-06,-1.5631940186722204e-13
1.0167369842529297,0.665539026260376,0.9985402969094537,-6.5152000000001635,-0.07555644444452109,-0.3151888044444508,-0.0001273368497559282,-1.5631940186722204e-13
