fit_time,score_time,test_explained_variance,test_max_error,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_mean_squared_log_error,test_neg_median_absolute_error
1.2556142807006836,0.6598069667816162,0.9999508925171875,-0.07160000000001787,-0.0009234693882715856,-3.1907448979260696e-05,-1.3776437339109315e-08,-8.739675649849232e-13
1.2515451908111572,0.6728329658508301,0.9999420485440051,-0.06860000000001776,-0.0010153061229507725,-3.322608843477583e-05,-1.4389565022841511e-08,-8.739675649849232e-13
1.2705683708190918,0.7629058361053467,0.9991691472266928,-0.404599999999526,-0.0020880952386448247,-0.0005743451360524553,-2.461470705742878e-07,-8.739675649849232e-13
1.2661340236663818,0.6729249954223633,0.9999890594920627,-0.0376999999991412,-0.0004901360549452559,-7.331734693237938e-06,-2.96257136069915e-09,-8.739675649849232e-13
1.2694849967956543,0.6670119762420654,0.9999805898580936,-0.036100000000018895,-0.000808843537941396,-1.296517006711097e-05,-5.416695194493582e-09,-8.739675649849232e-13
1.2553951740264893,0.6672708988189697,0.9997525700044746,-0.16720000000007218,-0.0019714285719588417,-0.00016573829931956747,-7.173256809019344e-08,-8.739675649849232e-13
1.24747896194458,0.763106107711792,0.9999931011993074,-0.016299999999141335,-0.000589795918822774,-4.5817006795636675e-06,-1.921409467859918e-09,-8.739675649849232e-13
1.3030002117156982,0.6525869369506836,0.9995168482753399,-0.22090000000005716,-0.002781632653526721,-0.0002866678911553554,-1.2371553241285592e-07,-8.739675649849232e-13
1.335111141204834,0.7556900978088379,0.9996067763595483,-0.2772000000000787,-0.0015598639461144393,-0.0002681662585032367,-1.1567341600245726e-07,-8.739675649849232e-13
1.2645268440246582,0.7631332874298096,0.9999787094062775,-0.039599999999168745,-0.0008030716728648256,-1.390624573267235e-05,-5.87856921255787e-09,-8.739675649849232e-13
