,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
Accuracy,0.7165681566309567,0.8029183598079054,0.8581455485777614,0.8991503509420022,0.9058921315108976,0.9126339120797932,0.9389545622460288,0.9431104543775396,0.9436645733284078,0.9479128186183968,0.9476357591429628,0.9548393055042482,0.953176948651644,0.9555781307720724,0.958533431843369,0.9595493165866272,0.9594569634281492,0.9654599187292204,0.9660140376800886,0.9685999261174733,0.9695234577022536
Precision,0.7192956780712566,0.8065317780739671,0.8609425893866675,0.9015131177899852,0.9083819277080932,0.9141541464211967,0.9389554809094012,0.9431106662445016,0.943672857755756,0.9479190172889814,0.9476399489366196,0.9548583294364182,0.9531836953880748,0.9555793061409388,0.9585593773834584,0.95962547451855,0.9594804184788238,0.96554555184002,0.9661142979064672,0.9686680839930129,0.9696190666200842
Recall,0.7165681566309567,0.8029183598079054,0.8581455485777614,0.8991503509420022,0.9058921315108976,0.9126339120797932,0.9389545622460288,0.9431104543775396,0.9436645733284078,0.9479128186183968,0.9476357591429628,0.9548393055042482,0.953176948651644,0.9555781307720724,0.958533431843369,0.9595493165866272,0.9594569634281492,0.9654599187292204,0.9660140376800886,0.9685999261174733,0.9695234577022536
F1 score,0.7154885198370152,0.8022318658798702,0.8578155594268194,0.898970059071034,0.9057186734951816,0.9125323359997356,0.9389540524825104,0.9431105281341507,0.9436632739613658,0.9479132984307808,0.9476349359559568,0.954837666376991,0.9531760208605154,0.9555783190829452,0.9585339697866008,0.9595495511923776,0.9594574880079776,0.965460045994736,0.9660140376800886,0.9686001660797154,0.9695234972127786
