CV Fold,fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
0,1.0808210372924805,1.7206971645355225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1.0633049011230469,1.7251451015472412,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,1.0721979141235352,1.6142022609710693,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,1.0589208602905273,1.6262452602386475,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,1.0656158924102783,1.6051452159881592,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,1.087601900100708,1.7058892250061035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,1.1194791793823242,1.594435691833496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,1.054527997970581,1.63462495803833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,1.0694870948791504,1.7281100749969482,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,1.063464879989624,1.685366153717041,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
