CV Fold,fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
0,1.0970981121063232,1.7094268798828125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1.0681629180908203,1.7229478359222412,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,1.045668125152588,1.7255940437316895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,1.0685019493103027,1.6979641914367676,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,1.0868780612945557,1.7183971405029297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,1.0165441036224365,1.701894760131836,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,1.078418254852295,1.7131068706512451,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,1.0994019508361816,1.7257521152496338,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,1.0931248664855957,1.7013370990753174,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,1.0796351432800293,1.6970958709716797,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
