CV Fold,fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
0,1.051487922668457,1.7217819690704346,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1.082319974899292,1.702970027923584,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,1.086461067199707,1.711172103881836,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,1.0658080577850342,1.6244029998779297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,1.0969221591949463,1.7037889957427979,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,1.0919311046600342,1.6147520542144775,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,1.0571708679199219,1.714595079421997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,1.0674059391021729,1.7292108535766602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,1.079272985458374,1.7210900783538818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,1.0830919742584229,1.7261078357696533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
