CV Fold,fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
0,1.150054931640625,1.74163818359375,0.9312977099236641,0.9318181818181819,0.931297709923664,0.931040533426917,0.9312977099236641,0.9312977099236641,0.9391891891891893,0.9318181818181819
1,1.1367223262786865,1.710296869277954,0.9153846153846154,0.9153846153846155,0.9153846153846154,0.9147744204064605,0.9153846153846154,0.9153846153846154,0.9276315789473684,0.9153846153846155
2,1.0650951862335205,1.72627592086792,0.8615384615384616,0.8615384615384616,0.8615384615384615,0.8588320463320462,0.8615384615384616,0.8615384615384616,0.891566265060241,0.8615384615384616
3,1.0655879974365234,1.724837064743042,0.9307692307692308,0.9307692307692308,0.9307692307692308,0.9304358166359474,0.9307692307692308,0.9307692307692308,0.9391891891891893,0.9307692307692308
4,1.0827581882476807,1.7270479202270508,0.9461538461538461,0.9461538461538461,0.9461538461538461,0.9459972701916801,0.9461538461538461,0.9461538461538461,0.9513888888888888,0.9461538461538461
5,1.1270227432250977,1.7407989501953125,0.9153846153846154,0.9153846153846155,0.9153846153846154,0.9147744204064605,0.9153846153846154,0.9153846153846154,0.9276315789473684,0.9153846153846155
6,1.109386920928955,1.719329833984375,0.9147286821705426,0.9153846153846155,0.9147286821705426,0.914213167281301,0.9147286821705426,0.9147286821705426,0.9266666666666667,0.9153846153846155
7,1.1065549850463867,1.7276420593261719,0.8527131782945736,0.8538461538461539,0.8527131782945736,0.8497885640742784,0.8527131782945736,0.8527131782945736,0.8855421686746988,0.8538461538461539
8,1.1333670616149902,1.7359278202056885,0.9612403100775194,0.9615384615384616,0.9612403100775194,0.961203007518797,0.9612403100775194,0.9612403100775194,0.963768115942029,0.9615384615384616
9,1.118006944656372,1.7254300117492676,0.8914728682170543,0.8923076923076922,0.8914728682170543,0.8903593977659059,0.8914728682170543,0.8914728682170543,0.9102564102564102,0.8923076923076922
