CV Fold,fit_time,score_time,test_accuracy,test_balanced_accuracy,test_f1_micro,test_f1_macro,test_precision_micro,test_recall_micro,test_precision_macro,test_recall_macro
0,1.0547618865966797,1.7117068767547607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1.0908911228179932,1.7237248420715332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,1.1341209411621094,1.7157089710235596,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,1.0696659088134766,1.6222519874572754,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,1.0588867664337158,1.5986170768737793,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,1.0658049583435059,1.5979101657867432,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,1.0081939697265625,1.7108018398284912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,1.0517940521240234,1.619584083557129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,1.0492279529571533,1.6366050243377686,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,1.0608510971069336,1.4969041347503662,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
